tokens:
  名詞 	 ログアウト
  名詞 	 末期
  助詞 	 の
  名詞 	 ローマ
  名詞 	 人
  助詞 	 は
  記号 	 、
  名詞 	 現在
  助詞 	 の
  名詞 	 スコットランド
  助詞 	 を
  動詞 	 指し
  助詞 	 て
  記号 	 「
  名詞 	 カレドニア
  記号 	 （
  名詞 	 Caledonia
  記号 	 ）
  記号 	 」
  助詞 	 という
  名詞 	 名前
  助詞 	 を
  動詞 	 使っ
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 [
  名詞 	 17
  名詞 	 ]
  名詞 	 最初
  助詞 	 の
  名詞 	 ケルト
  名詞 	 人
  助詞 	 は
  名詞 	 紀元前
  名詞 	 1600
  名詞 	 年
  名詞 	 頃
  助詞 	 に
  名詞 	 到着
  動詞 	 し
  記号 	 、
  名詞 	 ゲーリック・アイルランド
  記号 	 （
  名詞 	 英語
  名詞 	 版
  記号 	 ）
  助詞 	 を
  名詞 	 建国
  動詞 	 し
  助動詞 	 た
  名詞 	 政治
  名詞 	 的
  助詞 	 に
  名詞 	 ケルト
  名詞 	 人
  助詞 	 が
  名詞 	 アイルランド
  助詞 	 を
  名詞 	 レン
  名詞 	 スター
  記号 	 、
  名詞 	 マン
  名詞 	 スター
  記号 	 、
  名詞 	 アル
  名詞 	 スター
  記号 	 、
  名詞 	 コノート
  助詞 	 の
  名詞 	 4
  助動詞 	 つ
  助詞 	 の
  名詞 	 地方
  助詞 	 に
  動詞 	 分け
  助動詞 	 た
  名詞 	 到着
  動詞 	 する
  名詞 	 前
  助詞 	 の
  名詞 	 アイルランド
  名詞 	 社会
  助詞 	 の
  名詞 	 基本
  名詞 	 行政
  名詞 	 区画
  助詞 	 は
  名詞 	 トゥア
  記号 	 （
  名詞 	 Tuatha
  記号 	 、
  接頭詞 	 小
  名詞 	 王国
  記号 	 ）
  助動詞 	 で
  助動詞 	 あり
  記号 	 、
  名詞 	 それぞれ
  助詞 	 の
  名詞 	 王国
  助詞 	 は
  名詞 	 人口
  名詞 	 50
  名詞 	 万
  名詞 	 人
  名詞 	 未満
  助詞 	 の
  名詞 	 人口
  助詞 	 に対し
  接頭詞 	 約
  名詞 	 150
  名詞 	 トゥア
  助詞 	 と
  名詞 	 非常
  助詞 	 に
  形容詞 	 小さい
  名詞 	 もの
  助動詞 	 だっ
  助動詞 	 た
  名詞 	 領土
  名詞 	 全体
  助詞 	 は
  名詞 	 上
  名詞 	 王
  助詞 	 と
  動詞 	 呼ば
  動詞 	 れる
  名詞 	 君主
  助詞 	 に
  名詞 	 支配
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 [
  名詞 	 18
  名詞 	 ]
  名詞 	 伝統
  名詞 	 的
  助動詞 	 な
  記号 	 「
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 最高
  名詞 	 王
  記号 	 」
  助詞 	 に
  名詞 	 任命
  動詞 	 さ
  動詞 	 れ
  助動詞 	 た
  名詞 	 人々
  助詞 	 の
  名詞 	 伝統
  名詞 	 的
  助動詞 	 な
  名詞 	 一覧
  助詞 	 は
  名詞 	 数
  名詞 	 千
  名詞 	 年
  名詞 	 前
  記号 	 、
  名詞 	 紀元前
  名詞 	 2
  名詞 	 千年紀
  助詞 	 の
  名詞 	 半ば
  助詞 	 まで
  動詞 	 さかのぼる
  助詞 	 が
  記号 	 、
  名詞 	 最初
  助詞 	 の
  名詞 	 部分
  助詞 	 は
  名詞 	 神話
  名詞 	 的
  助動詞 	 な
  名詞 	 もの
  助動詞 	 で
  助動詞 	 ある
  連体詞 	 どの
  名詞 	 時点
  助詞 	 で
  名詞 	 歴史
  名詞 	 上
  助詞 	 の
  名詞 	 人物
  助詞 	 に
  名詞 	 言及
  動詞 	 し
  動詞 	 始め
  助動詞 	 た
  名詞 	 の
  助詞 	 か
  助詞 	 は
  名詞 	 定か
  助動詞 	 で
  助詞 	 は
  助動詞 	 なく
  記号 	 、
  名詞 	 これら
  助詞 	 の
  名詞 	 人物
  助詞 	 が
  連体詞 	 どの
  名詞 	 時点
  助詞 	 で
  名詞 	 後
  助詞 	 の
  名詞 	 意味
  助詞 	 で
  助詞 	 の
  記号 	 「
  名詞 	 最高
  名詞 	 王
  記号 	 」
  助詞 	 と
  動詞 	 呼ば
  動詞 	 れる
  名詞 	 よう
  助詞 	 に
  動詞 	 なっ
  助動詞 	 た
  名詞 	 の
  助詞 	 か
  助詞 	 も
  名詞 	 定か
  助動詞 	 で
  助詞 	 は
  形容詞 	 ない
  連体詞 	 この
  名詞 	 社会
  名詞 	 構造
  助詞 	 は
  記号 	 、
  名詞 	 ケルト
  名詞 	 人
  助詞 	 の
  名詞 	 生活
  名詞 	 様式
  助詞 	 に
  名詞 	 適応
  動詞 	 し
  助動詞 	 た
  名詞 	 もの
  助動詞 	 で
  記号 	 、
  副詞 	 比較的
  名詞 	 小規模
  助動詞 	 で
  名詞 	 自律
  名詞 	 的
  助動詞 	 な
  名詞 	 部族
  名詞 	 単位
  助詞 	 で
  名詞 	 組織
  動詞 	 さ
  動詞 	 れる
  名詞 	 傾向
  助詞 	 が
  動詞 	 あっ
  助動詞 	 た
  記号 	 『
  名詞 	 四
  名詞 	 人
  助詞 	 の
  名詞 	 主人
  助詞 	 の
  名詞 	 年鑑
  記号 	 （
  名詞 	 愛
  名詞 	 :
  名詞 	 Annala
  名詞 	 Rioghachta
  名詞 	 Éireann
  記号 	 、
  名詞 	 英
  名詞 	 :
  名詞 	 Annals
  名詞 	 of
  名詞 	 the
  名詞 	 Four
  名詞 	 Masters
  記号 	 ）
  記号 	 』
  接続詞 	 または
  記号 	 『
  名詞 	 四
  名詞 	 人
  助詞 	 の
  名詞 	 主人
  助詞 	 による
  名詞 	 アイルランド
  名詞 	 王国
  助詞 	 の
  名詞 	 年鑑
  記号 	 』
  助詞 	 は
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 歴史
  助詞 	 の
  名詞 	 年代
  名詞 	 記
  助動詞 	 で
  助動詞 	 ある
  名詞 	 紀元前
  名詞 	 2242
  名詞 	 年
  助詞 	 から
  名詞 	 西暦
  名詞 	 1616
  名詞 	 年
  助詞 	 の
  名詞 	 間
  助詞 	 の
  名詞 	 日付
  助詞 	 が
  名詞 	 記録
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  助詞 	 が
  記号 	 、
  副詞 	 最も
  形容詞 	 古い
  名詞 	 日付
  助詞 	 は
  名詞 	 紀元前
  名詞 	 550
  名詞 	 年
  名詞 	 頃
  助動詞 	 だ
  助詞 	 と
  動詞 	 考え
  動詞 	 られ
  助詞 	 て
  動詞 	 いる
  名詞 	 1632
  名詞 	 年
  助詞 	 から
  名詞 	 1636
  名詞 	 年
  助詞 	 にかけて
  記号 	 、
  名詞 	 ドニゴール
  名詞 	 県
  助詞 	 の
  名詞 	 フラン
  名詞 	 シスコ
  名詞 	 会
  名詞 	 修道院
  助詞 	 で
  名詞 	 収集
  動詞 	 さ
  動詞 	 れ
  助動詞 	 た
  名詞 	 [
  名詞 	 19
  名詞 	 ]
  名詞 	 ベルティナ
  記号 	 （
  名詞 	 愛
  名詞 	 :
  名詞 	 Beltane
  接続詞 	 または
  名詞 	 Bealtaine
  記号 	 、
  形容詞 	 良い
  名詞 	 火
  記号 	 ）
  助詞 	 は
  記号 	 、
  名詞 	 古代
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 祝日
  助詞 	 で
  記号 	 、
  名詞 	 5
  名詞 	 月
  名詞 	 1
  名詞 	 日
  助詞 	 に
  動詞 	 祝わ
  動詞 	 れ
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 [
  名詞 	 20
  名詞 	 ]
  名詞 	 ケルト
  名詞 	 人
  助詞 	 にとって
  名詞 	 ベルティナ
  助詞 	 は
  名詞 	 夏
  助詞 	 の
  名詞 	 牧畜
  名詞 	 期
  助詞 	 の
  名詞 	 始まり
  助詞 	 で
  記号 	 、
  名詞 	 牛
  助詞 	 の
  名詞 	 群れ
  助詞 	 が
  名詞 	 夏
  助詞 	 の
  名詞 	 牧草
  名詞 	 地
  助詞 	 や
  名詞 	 山
  助詞 	 の
  名詞 	 牧草
  名詞 	 地
  助詞 	 に
  動詞 	 連れ
  助詞 	 て
  動詞 	 行か
  動詞 	 れ
  助動詞 	 た
  名詞 	 現代
  助詞 	 の
  名詞 	 アイルランド
  名詞 	 語
  助詞 	 で
  助詞 	 は
  記号 	 「
  名詞 	 Mi
  名詞 	 na
  名詞 	 Bealtaine
  記号 	 」
  助詞 	 は
  記号 	 、
  名詞 	 5
  名詞 	 月
  助詞 	 を
  名詞 	 意味
  動詞 	 する
  名詞 	 多く
  助詞 	 の
  名詞 	 場合
  記号 	 、
  名詞 	 5
  名詞 	 月
  助詞 	 の
  名詞 	 こと
  助詞 	 を
  記号 	 「
  名詞 	 Bealtaine
  記号 	 」
  助詞 	 と
  動詞 	 略し
  記号 	 、
  名詞 	 休日
  助詞 	 を
  記号 	 「
  名詞 	 Là
  名詞 	 Bealtaine
  記号 	 」
  助詞 	 として
  動詞 	 知ら
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 休日
  助詞 	 の
  名詞 	 主
  助動詞 	 な
  名詞 	 活動
  助詞 	 の
  名詞 	 一つ
  助詞 	 は
  記号 	 、
  名詞 	 ベルティナ
  助詞 	 の
  名詞 	 前夜
  記号 	 （
  名詞 	 Oidhche
  名詞 	 Bhealtaine
  記号 	 ）
  助詞 	 の
  名詞 	 儀式
  助詞 	 と
  名詞 	 政治
  名詞 	 的
  助動詞 	 な
  名詞 	 意味合い
  助詞 	 を
  動詞 	 持つ
  名詞 	 山
  助詞 	 や
  名詞 	 丘
  助詞 	 で
  助詞 	 の
  名詞 	 焚き火
  助詞 	 の
  名詞 	 点火
  助動詞 	 だっ
  助動詞 	 た
  名詞 	 [
  名詞 	 21
  名詞 	 ][
  名詞 	 22
  名詞 	 ]
  名詞 	 現代
  助詞 	 の
  名詞 	 スコットランド
  助詞 	 の
  名詞 	 ゲール
  名詞 	 語
  助詞 	 で
  助詞 	 は
  記号 	 、
  名詞 	 ベルティナ
  助詞 	 の
  名詞 	 黄色
  助詞 	 の
  名詞 	 日
  記号 	 （
  名詞 	 Oidhche
  名詞 	 Bhealtaine
  記号 	 ）
  助詞 	 だけ
  助詞 	 が
  名詞 	 5
  名詞 	 月
  助詞 	 の
  名詞 	 初日
  助詞 	 を
  動詞 	 表す
  名詞 	 の
  助詞 	 に
  動詞 	 使わ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 スコットランド
  助詞 	 の
  名詞 	 大司教
  助動詞 	 で
  助動詞 	 あり
  名詞 	 宣教師
  助動詞 	 で
  助動詞 	 あっ
  助動詞 	 た
  名詞 	 聖
  名詞 	 パトリック
  記号 	 （
  名詞 	 384
  名詞 	 年
  名詞 	 -
  名詞 	 461
  名詞 	 年
  記号 	 ）
  助詞 	 は
  記号 	 、
  名詞 	 キリスト
  名詞 	 教
  助詞 	 を
  名詞 	 布教
  動詞 	 する
  名詞 	 ため
  助詞 	 に
  名詞 	 アイルランド
  助詞 	 に
  名詞 	 上陸
  動詞 	 し
  助動詞 	 た
  名詞 	 王家
  助詞 	 の
  名詞 	 中
  助詞 	 で
  名詞 	 重要
  助動詞 	 な
  名詞 	 改宗
  助詞 	 を
  動詞 	 行い
  記号 	 、
  名詞 	 修道
  名詞 	 学校
  助詞 	 を
  動詞 	 通じ
  記号 	 、
  名詞 	 文字
  記号 	 （
  名詞 	 ラテン語
  記号 	 ）
  助詞 	 を
  名詞 	 導入
  動詞 	 し
  助動詞 	 た
  名詞 	 聖
  名詞 	 パトリック
  助詞 	 の
  名詞 	 死亡
  名詞 	 時
  助詞 	 に
  助詞 	 は
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 エリート
  助詞 	 は
  副詞 	 すでに
  名詞 	 識字
  名詞 	 率
  助詞 	 が
  形容詞 	 高く
  記号 	 、
  名詞 	 自分
  名詞 	 たち
  助詞 	 の
  名詞 	 歴史
  助詞 	 を
  名詞 	 文字
  助詞 	 で
  名詞 	 記録
  動詞 	 し
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 アイルランド
  助詞 	 は
  副詞 	 ほぼ
  名詞 	 キリスト
  名詞 	 教
  名詞 	 圏
  助詞 	 のみ
  動詞 	 なら
  助動詞 	 ず
  記号 	 、
  名詞 	 学問
  助詞 	 と
  名詞 	 文化
  助詞 	 の
  名詞 	 中心
  名詞 	 地
  助詞 	 と
  動詞 	 なっ
  助動詞 	 た
  助詞 	 が
  記号 	 、
  連体詞 	 この
  名詞 	 遺産
  助詞 	 の
  副詞 	 ほとんど
  助詞 	 は
  名詞 	 9
  名詞 	 世紀
  助詞 	 と
  名詞 	 10
  名詞 	 世紀
  助詞 	 の
  名詞 	 ヴァイ
  名詞 	 キング
  助詞 	 の
  名詞 	 侵入
  助詞 	 で
  名詞 	 破壊
  動詞 	 さ
  動詞 	 れ
  助動詞 	 た
  記号 	 ノ
  名詞 	 ルマン
  名詞 	 人
  助詞 	 の
  名詞 	 侵入
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 8
  名詞 	 世紀
  名詞 	 末
  名詞 	 頃
  助詞 	 から
  記号 	 ノ
  名詞 	 ルマン
  名詞 	 人
  記号 	 （
  名詞 	 ヴァイ
  名詞 	 キング
  記号 	 ）
  助詞 	 の
  名詞 	 侵入
  助詞 	 が
  動詞 	 始まっ
  助動詞 	 た
  名詞 	 10
  名詞 	 世紀
  名詞 	 末
  記号 	 、
  名詞 	 ダルカッシャン
  記号 	 （
  名詞 	 英語
  名詞 	 版
  記号 	 ）
  助詞 	 と
  動詞 	 呼ば
  動詞 	 れる
  連体詞 	 小さな
  名詞 	 国
  助詞 	 の
  名詞 	 王
  名詞 	 ブライアン
  記号 	 ・
  名詞 	 ボル
  助詞 	 は
  記号 	 、
  副詞 	 より
  連体詞 	 大きな
  名詞 	 隣国
  助詞 	 を
  名詞 	 征服
  動詞 	 し
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 南
  名詞 	 半分
  助詞 	 で
  副詞 	 最も
  名詞 	 強力
  助動詞 	 な
  名詞 	 王
  助詞 	 と
  動詞 	 なっ
  助動詞 	 た
  接続詞 	 しかし
  記号 	 、
  名詞 	 レン
  名詞 	 スター
  名詞 	 王
  助詞 	 の
  名詞 	 モール
  記号 	 ・
  名詞 	 モルダ
  助詞 	 は
  記号 	 、
  名詞 	 彼
  助詞 	 に
  名詞 	 反旗
  助詞 	 を
  動詞 	 翻す
  名詞 	 よう
  助詞 	 に
  動詞 	 なり
  記号 	 、
  名詞 	 ダブリン
  助詞 	 の
  名詞 	 ヴァイ
  名詞 	 キング
  名詞 	 王
  助詞 	 の
  名詞 	 シトリック・シルケンベアード
  助詞 	 と
  名詞 	 同盟
  助詞 	 を
  動詞 	 結び
  記号 	 、
  名詞 	 オークニー
  名詞 	 諸島
  助詞 	 や
  名詞 	 マン
  名詞 	 島
  助詞 	 の
  名詞 	 ヴァイ
  名詞 	 キング
  助詞 	 の
  名詞 	 助け
  助詞 	 を
  動詞 	 得
  助動詞 	 た
  名詞 	 1014
  名詞 	 年
  助詞 	 に
  名詞 	 ダブリン
  名詞 	 近郊
  助詞 	 の
  名詞 	 クロンターフ
  助詞 	 の
  名詞 	 戦い
  記号 	 （
  名詞 	 英語
  名詞 	 版
  記号 	 ）
  助詞 	 で
  助詞 	 は
  名詞 	 ヴァイ
  名詞 	 キング
  助詞 	 を
  動詞 	 破り
  記号 	 、
  名詞 	 これ
  名詞 	 以降
  名詞 	 ヴァイキング
  助詞 	 の
  名詞 	 侵入
  助詞 	 が
  名詞 	 収束
  動詞 	 し
  助動詞 	 た
  名詞 	 [
  名詞 	 23
  名詞 	 ]
  名詞 	 1169
  名詞 	 年
  記号 	 、
  名詞 	 リチャード
  記号 	 ・
  名詞 	 ド
  記号 	 ・
  名詞 	 クレア
  記号 	 （
  名詞 	 ストロングボウ
  助詞 	 として
  動詞 	 知ら
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  記号 	 ）
  助詞 	 は
  記号 	 、
  名詞 	 ダーマット・マクモロー
  助詞 	 や
  名詞 	 ウェールズ
  助詞 	 や
  名詞 	 イングランド
  助詞 	 から
  助詞 	 の
  名詞 	 カンブロ・ノルマン
  名詞 	 人
  助詞 	 の
  名詞 	 一団
  助詞 	 とともに
  名詞 	 ウォーター
  名詞 	 フォード
  名詞 	 近郊
  助詞 	 に
  名詞 	 到着
  動詞 	 し
  記号 	 、
  名詞 	 強制
  名詞 	 的
  助詞 	 に
  名詞 	 入植
  動詞 	 さ
  動詞 	 せ
  動詞 	 られ
  助動詞 	 た
  名詞 	 アイルランド
  助詞 	 で
  副詞 	 最も
  名詞 	 悪名
  形容詞 	 高い
  名詞 	 裏切り者
  助詞 	 として
  動詞 	 知ら
  動詞 	 れる
  名詞 	 マクモロー
  助詞 	 は
  記号 	 、
  名詞 	 レン
  名詞 	 スター
  名詞 	 王
  助詞 	 として
  名詞 	 追放
  動詞 	 さ
  動詞 	 れ
  記号 	 、
  名詞 	 ヘンリー
  名詞 	 2
  名詞 	 世
  助詞 	 を
  動詞 	 招い
  助詞 	 て
  名詞 	 玉座
  名詞 	 奪還
  助詞 	 の
  名詞 	 手助け
  助詞 	 を
  動詞 	 し
  助詞 	 て
  動詞 	 もらっ
  助動詞 	 た
  名詞 	 [
  名詞 	 24
  名詞 	 ]
  名詞 	 その後
  助詞 	 の
  名詞 	 侵略
  助詞 	 により
  記号 	 、
  名詞 	 ヘンリー
  助詞 	 が
  名詞 	 アイルランド
  名詞 	 卿
  助詞 	 と
  動詞 	 なり
  記号 	 、
  名詞 	 8
  名詞 	 世紀
  名詞 	 もの
  助詞 	 の
  名詞 	 イギリス
  名詞 	 支配
  助詞 	 が
  動詞 	 始まっ
  助動詞 	 た
  名詞 	 1300
  名詞 	 年
  助詞 	 まで
  助詞 	 に
  記号 	 ノ
  名詞 	 ルマン
  名詞 	 人
  助詞 	 は
  名詞 	 国
  助詞 	 の
  接頭詞 	 大
  名詞 	 部分
  助詞 	 を
  名詞 	 支配
  動詞 	 し
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  助詞 	 が
  記号 	 、
  名詞 	 中央
  名詞 	 政府
  助詞 	 が
  形容詞 	 なかっ
  助動詞 	 た
  名詞 	 ため
  記号 	 、
  名詞 	 効果
  名詞 	 的
  助詞 	 に
  名詞 	 征服
  動詞 	 する
  名詞 	 こと
  助詞 	 が
  動詞 	 でき
  助動詞 	 なかっ
  助動詞 	 た
  名詞 	 1350
  名詞 	 年
  助詞 	 から
  助詞 	 は
  記号 	 、
  名詞 	 カンブロ・ノルマン
  名詞 	 人
  助詞 	 が
  名詞 	 使用
  動詞 	 し
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 武器
  助詞 	 の
  名詞 	 多く
  助詞 	 を
  動詞 	 奪い取り
  記号 	 、
  名詞 	 戦術
  助詞 	 の
  名詞 	 一部
  助詞 	 を
  動詞 	 学ん
  助動詞 	 だ
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 酋長
  名詞 	 ら
  助詞 	 が
  名詞 	 領土
  助詞 	 を
  名詞 	 奪還
  動詞 	 し
  動詞 	 始め
  助動詞 	 た
  名詞 	 1360
  名詞 	 年
  助詞 	 まで
  助詞 	 に
  記号 	 、
  記号 	 ノ
  名詞 	 ルマン
  名詞 	 人
  助詞 	 の
  名詞 	 入植
  名詞 	 者
  助詞 	 の
  副詞 	 ほとんど
  助詞 	 は
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 法律
  助詞 	 に
  名詞 	 避難
  動詞 	 し
  記号 	 、
  名詞 	 島
  助詞 	 の
  名詞 	 原住民
  助詞 	 の
  名詞 	 習慣
  助詞 	 を
  記号 	 、
  名詞 	 音楽
  記号 	 、
  名詞 	 詩
  記号 	 、
  名詞 	 文学
  記号 	 、
  名詞 	 服装
  助詞 	 を
  名詞 	 採用
  動詞 	 し
  記号 	 、
  名詞 	 アイルランド
  名詞 	 人
  助詞 	 より
  助詞 	 も
  名詞 	 アイルランド
  名詞 	 人
  助詞 	 として
  動詞 	 知ら
  動詞 	 れる
  名詞 	 よう
  助詞 	 に
  動詞 	 なる
  助詞 	 まで
  助詞 	 に
  動詞 	 なっ
  助動詞 	 た
  記号 	 （
  名詞 	 ラテン語
  助詞 	 の
  記号 	 「
  名詞 	 Hibernis
  名詞 	 Ipsis
  名詞 	 Hiberniores
  記号 	 」
  助詞 	 から
  記号 	 ）
  助詞 	 という
  名詞 	 事実
  助詞 	 は
  記号 	 、
  名詞 	 イギリス
  名詞 	 議会
  助詞 	 が
  名詞 	 島
  助詞 	 の
  名詞 	 植民
  名詞 	 地
  名詞 	 化
  助詞 	 に対する
  名詞 	 将来
  助詞 	 の
  名詞 	 利益
  助詞 	 へ
  助詞 	 の
  名詞 	 潜在
  名詞 	 的
  助動詞 	 な
  名詞 	 脅威
  助動詞 	 で
  助動詞 	 ある
  助詞 	 と
  動詞 	 考え
  助動詞 	 た
  連体詞 	 この
  名詞 	 ため
  記号 	 、
  名詞 	 1366
  名詞 	 年
  助詞 	 に
  名詞 	 アイルランド
  名詞 	 卿
  助詞 	 の
  名詞 	 衰退
  助詞 	 に
  名詞 	 対処
  動詞 	 する
  名詞 	 ため
  助詞 	 に
  記号 	 、
  名詞 	 キルケニー
  名詞 	 憲章
  助詞 	 を
  名詞 	 批准
  動詞 	 し
  助動詞 	 た
  連体詞 	 この
  名詞 	 憲章
  助詞 	 で
  助詞 	 は
  記号 	 、
  名詞 	 イギリス
  名詞 	 人
  名詞 	 入植
  名詞 	 者
  助詞 	 と
  名詞 	 アイルランド
  名詞 	 人
  助詞 	 と
  助詞 	 の
  名詞 	 間
  助詞 	 の
  名詞 	 族
  名詞 	 外
  名詞 	 婚
  助詞 	 を
  名詞 	 禁止
  動詞 	 し
  記号 	 、
  名詞 	 ゲール
  名詞 	 語
  助詞 	 や
  名詞 	 習慣
  助詞 	 の
  名詞 	 使用
  助詞 	 を
  名詞 	 禁止
  動詞 	 し
  助動詞 	 た
  名詞 	 [
  名詞 	 25
  名詞 	 ]
  名詞 	 宗教
  名詞 	 改革
  助詞 	 と
  名詞 	 プロテスタント
  名詞 	 支配
  助詞 	 の
  名詞 	 強化
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 1534
  名詞 	 年
  記号 	 、
  名詞 	 イングランド
  助詞 	 の
  名詞 	 ヘンリー
  名詞 	 8
  名詞 	 世
  助詞 	 は
  名詞 	 教皇
  助詞 	 の
  名詞 	 権威
  助詞 	 を
  動詞 	 認める
  名詞 	 こと
  助詞 	 を
  名詞 	 拒否
  動詞 	 し
  記号 	 、
  名詞 	 イングランド
  名詞 	 議会
  助詞 	 を
  名詞 	 説得
  動詞 	 し
  助詞 	 て
  名詞 	 教皇
  助詞 	 を
  名詞 	 イングランド
  名詞 	 国教
  名詞 	 会
  助詞 	 の
  名詞 	 長
  助詞 	 として
  動詞 	 認め
  動詞 	 させ
  助動詞 	 た
  名詞 	 アイルランド
  助詞 	 に
  助詞 	 も
  名詞 	 同様
